utc,value,local,mo,hr,dofw,pv,trend,tmpf
2022-01-05 22:00:00+00:00,0.396552,2022-01-05 17:00:00-05:00,1,17,2,0.10377441693194699,0.164142,64.2
2022-01-05 23:00:00+00:00,0.448276,2022-01-05 18:00:00-05:00,1,18,2,0.0,0.16414236,59.5
2022-01-06 00:00:00+00:00,0.5,2022-01-05 19:00:00-05:00,1,19,2,0.0,0.16414272,55.6
2022-01-06 01:00:00+00:00,0.241379,2022-01-05 20:00:00-05:00,1,20,2,0.0,0.16414308,51.4
2022-01-06 02:00:00+00:00,0.241379,2022-01-05 21:00:00-05:00,1,21,2,0.0,0.16414344,48.4
2022-01-06 03:00:00+00:00,0.241379,2022-01-05 22:00:00-05:00,1,22,2,0.0,0.1641438,48.0
2022-01-06 04:00:00+00:00,0.224138,2022-01-05 23:00:00-05:00,1,23,2,0.0,0.16414416,45.3
2022-01-06 05:00:00+00:00,0.224138,2022-01-06 00:00:00-05:00,1,0,3,0.0,0.16414452,44.6
2022-01-06 06:00:00+00:00,0.224138,2022-01-06 01:00:00-05:00,1,1,3,0.0,0.16414488,45.5
2022-01-06 07:00:00+00:00,0.206897,2022-01-06 02:00:00-05:00,1,2,3,0.0,0.16414524,42.8
2022-01-06 08:00:00+00:00,0.206897,2022-01-06 03:00:00-05:00,1,3,3,0.0,0.1641456,44.6
2022-01-06 09:00:00+00:00,0.206897,2022-01-06 04:00:00-05:00,1,4,3,0.0,0.16414596,42.8
2022-01-06 10:00:00+00:00,0.224138,2022-01-06 05:00:00-05:00,1,5,3,0.0,0.16414632,41.0
2022-01-06 11:00:00+00:00,0.258621,2022-01-06 06:00:00-05:00,1,6,3,0.0,0.16414668,41.0
2022-01-06 12:00:00+00:00,0.327586,2022-01-06 07:00:00-05:00,1,7,3,0.0,0.16414704,39.2
2022-01-06 13:00:00+00:00,0.534483,2022-01-06 08:00:00-05:00,1,8,3,0.01679312440129109,0.1641474,41.0
2022-01-06 14:00:00+00:00,0.482759,2022-01-06 09:00:00-05:00,1,9,3,0.20673374848740278,0.16414776,47.5
2022-01-06 15:00:00+00:00,0.310345,2022-01-06 10:00:00-05:00,1,10,3,0.39325769478442996,0.16414812,55.0
2022-01-06 16:00:00+00:00,0.155172,2022-01-06 11:00:00-05:00,1,11,3,0.5334336544081462,0.16414848,61.9
2022-01-06 17:00:00+00:00,0.12069,2022-01-06 12:00:00-05:00,1,12,3,0.6150428031173409,0.16414884,68.2
2022-01-06 18:00:00+00:00,0.086207,2022-01-06 13:00:00-05:00,1,13,3,0.6319402941797523,0.1641492,70.0
2022-01-06 19:00:00+00:00,0.310345,2022-01-06 14:00:00-05:00,1,14,3,0.5828911362883625,0.16414956,69.8
2022-01-06 20:00:00+00:00,0.431034,2022-01-06 15:00:00-05:00,1,15,3,0.47151031478778777,0.16414992,68.5
2022-01-06 21:00:00+00:00,0.465517,2022-01-06 16:00:00-05:00,1,16,3,0.3065597953368433,0.16415028,67.5
2022-01-06 22:00:00+00:00,0.482759,2022-01-06 17:00:00-05:00,1,17,3,0.10647766917418312,0.16415064,63.9
2022-01-06 23:00:00+00:00,0.465517,2022-01-06 18:00:00-05:00,1,18,3,0.0,0.164151,60.8
2022-01-07 00:00:00+00:00,0.5,2022-01-06 19:00:00-05:00,1,19,3,0.0,0.16415136,59.0
2022-01-07 01:00:00+00:00,0.258621,2022-01-06 20:00:00-05:00,1,20,3,0.0,0.16415172,57.2
2022-01-07 02:00:00+00:00,0.224138,2022-01-06 21:00:00-05:00,1,21,3,0.0,0.16415208,57.2
2022-01-07 03:00:00+00:00,0.206897,2022-01-06 22:00:00-05:00,1,22,3,0.0,0.16415244,59.0
2022-01-07 04:00:00+00:00,0.189655,2022-01-06 23:00:00-05:00,1,23,3,0.0,0.1641528,60.8
2022-01-07 05:00:00+00:00,0.172414,2022-01-07 00:00:00-05:00,1,0,4,0.0,0.16415316,57.7
2022-01-07 06:00:00+00:00,0.172414,2022-01-07 01:00:00-05:00,1,1,4,0.0,0.16415352,55.6
2022-01-07 07:00:00+00:00,0.155172,2022-01-07 02:00:00-05:00,1,2,4,0.0,0.16415388,51.1
2022-01-07 08:00:00+00:00,0.172414,2022-01-07 03:00:00-05:00,1,3,4,0.0,0.16415424,46.8
2022-01-07 09:00:00+00:00,0.172414,2022-01-07 04:00:00-05:00,1,4,4,0.0,0.1641546,43.5
2022-01-07 10:00:00+00:00,0.189655,2022-01-07 05:00:00-05:00,1,5,4,0.0,0.16415496,41.2
2022-01-07 11:00:00+00:00,0.224138,2022-01-07 06:00:00-05:00,1,6,4,0.0,0.16415532,39.9
2022-01-07 12:00:00+00:00,0.310345,2022-01-07 07:00:00-05:00,1,7,4,0.0,0.16415568,38.7
2022-01-07 13:00:00+00:00,0.551724,2022-01-07 08:00:00-05:00,1,8,4,0.016667475189830652,0.16415604,38.1
2022-01-07 14:00:00+00:00,0.517241,2022-01-07 09:00:00-05:00,1,9,4,0.20684824670745236,0.1641564,39.9
2022-01-07 15:00:00+00:00,0.327586,2022-01-07 10:00:00-05:00,1,10,4,0.39381587204279617,0.16415676,43.0
2022-01-07 16:00:00+00:00,0.189655,2022-01-07 11:00:00-05:00,1,11,4,0.5344824555034566,0.16415712,46.0
2022-01-07 17:00:00+00:00,0.12069,2022-01-07 12:00:00-05:00,1,12,4,0.6165920678730106,0.16415748,49.1
2022-01-07 18:00:00+00:00,0.086207,2022-01-07 13:00:00-05:00,1,13,4,0.6339647626401957,0.16415784,51.4
2022-01-07 19:00:00+00:00,0.068966,2022-01-07 14:00:00-05:00,1,14,4,0.5853314164938791,0.1641582,53.2
2022-01-07 20:00:00+00:00,0.068966,2022-01-07 15:00:00-05:00,1,15,4,0.47427350381584304,0.16415856,54.9
2022-01-07 21:00:00+00:00,0.12069,2022-01-07 16:00:00-05:00,1,16,4,0.30950837722201896,0.16415892,55.2
2022-01-07 22:00:00+00:00,0.258621,2022-01-07 17:00:00-05:00,1,17,4,0.10924666635512222,0.16415928,54.7
2022-01-07 23:00:00+00:00,0.448276,2022-01-07 18:00:00-05:00,1,18,4,0.0,0.16415964,49.5
2022-01-08 00:00:00+00:00,0.517241,2022-01-07 19:00:00-05:00,1,19,4,0.0,0.16416,48.6
2022-01-08 01:00:00+00:00,0.310345,2022-01-07 20:00:00-05:00,1,20,4,0.0,0.16416036,45.5
2022-01-08 02:00:00+00:00,0.275862,2022-01-07 21:00:00-05:00,1,21,4,0.0,0.16416072,40.6
2022-01-08 03:00:00+00:00,0.258621,2022-01-07 22:00:00-05:00,1,22,4,0.0,0.16416108,41.2
2022-01-08 04:00:00+00:00,0.275862,2022-01-07 23:00:00-05:00,1,23,4,0.0,0.16416144,41.0
2022-01-08 05:00:00+00:00,0.258621,2022-01-08 00:00:00-05:00,1,0,5,0.0,0.1641618,41.9
2022-01-08 06:00:00+00:00,0.241379,2022-01-08 01:00:00-05:00,1,1,5,0.0,0.16416216,39.6
2022-01-08 07:00:00+00:00,0.241379,2022-01-08 02:00:00-05:00,1,2,5,0.0,0.16416252,38.7
2022-01-08 08:00:00+00:00,0.258621,2022-01-08 03:00:00-05:00,1,3,5,0.0,0.16416288,38.8
2022-01-08 09:00:00+00:00,0.241379,2022-01-08 04:00:00-05:00,1,4,5,0.0,0.16416324,37.8
2022-01-08 10:00:00+00:00,0.258621,2022-01-08 05:00:00-05:00,1,5,5,0.0,0.1641636,36.3
2022-01-08 11:00:00+00:00,0.293103,2022-01-08 06:00:00-05:00,1,6,5,0.0,0.16416396,36.3
2022-01-08 12:00:00+00:00,0.310345,2022-01-08 07:00:00-05:00,1,7,5,0.0,0.16416432,35.8
2022-01-08 13:00:00+00:00,0.344828,2022-01-08 08:00:00-05:00,1,8,5,0.016593221471382962,0.16416468,36.1
2022-01-08 14:00:00+00:00,0.275862,2022-01-08 09:00:00-05:00,1,9,5,0.20706562292650885,0.16416504,40.1
2022-01-08 15:00:00+00:00,0.086207,2022-01-08 10:00:00-05:00,1,10,5,0.39448088349557087,0.1641654,45.5
2022-01-08 16:00:00+00:00,-0.017241,2022-01-08 11:00:00-05:00,1,11,5,0.5356367571625872,0.16416576,51.3
2022-01-08 17:00:00+00:00,-0.12069,2022-01-08 12:00:00-05:00,1,12,5,0.6182426753898798,0.16416612,57.4
2022-01-08 18:00:00+00:00,-0.224138,2022-01-08 13:00:00-05:00,1,13,5,0.6360843129253372,0.16416648,61.0
2022-01-08 19:00:00+00:00,-0.258621,2022-01-08 14:00:00-05:00,1,14,5,0.5878589488277954,0.16416684,64.2
2022-01-08 20:00:00+00:00,-0.189655,2022-01-08 15:00:00-05:00,1,15,5,0.4771150716818773,0.1641672,64.9
2022-01-08 21:00:00+00:00,0.034483,2022-01-08 16:00:00-05:00,1,16,5,0.31252603774511817,0.16416756,63.3
2022-01-08 22:00:00+00:00,0.155172,2022-01-08 17:00:00-05:00,1,17,5,0.11207986435162977,0.16416792,63.7
2022-01-08 23:00:00+00:00,0.189655,2022-01-08 18:00:00-05:00,1,18,5,0.0,0.16416828,58.6
2022-01-09 00:00:00+00:00,0.241379,2022-01-08 19:00:00-05:00,1,19,5,0.0,0.16416864,54.5
2022-01-09 01:00:00+00:00,0.241379,2022-01-08 20:00:00-05:00,1,20,5,0.0,0.164169,52.7
2022-01-09 02:00:00+00:00,0.241379,2022-01-08 21:00:00-05:00,1,21,5,0.0,0.16416936,50.5
2022-01-09 03:00:00+00:00,0.224138,2022-01-08 22:00:00-05:00,1,22,5,0.0,0.16416972,51.1
2022-01-09 04:00:00+00:00,0.224138,2022-01-08 23:00:00-05:00,1,23,5,0.0,0.16417008,52.7
2022-01-09 05:00:00+00:00,0.224138,2022-01-09 00:00:00-05:00,1,0,6,0.0,0.16417044,51.8
2022-01-09 06:00:00+00:00,0.189655,2022-01-09 01:00:00-05:00,1,1,6,0.0,0.1641708,51.8
2022-01-09 07:00:00+00:00,0.189655,2022-01-09 02:00:00-05:00,1,2,6,0.0,0.16417116,53.6
2022-01-09 08:00:00+00:00,0.189655,2022-01-09 03:00:00-05:00,1,3,6,0.0,0.16417152,53.6
2022-01-09 09:00:00+00:00,0.189655,2022-01-09 04:00:00-05:00,1,4,6,0.0,0.16417188,53.6
2022-01-09 10:00:00+00:00,0.189655,2022-01-09 05:00:00-05:00,1,5,6,0.0,0.16417224,51.8
2022-01-09 11:00:00+00:00,0.189655,2022-01-09 06:00:00-05:00,1,6,6,0.0,0.1641726,53.6
2022-01-09 12:00:00+00:00,0.206897,2022-01-09 07:00:00-05:00,1,7,6,0.0,0.16417296,53.6
2022-01-09 13:00:00+00:00,0.206897,2022-01-09 08:00:00-05:00,1,8,6,0.016570479184613254,0.16417332,53.6
2022-01-09 14:00:00+00:00,0.206897,2022-01-09 09:00:00-05:00,1,9,6,0.20738639474428555,0.16417368,55.2
2022-01-09 15:00:00+00:00,0.189655,2022-01-09 10:00:00-05:00,1,10,6,0.39525283161041436,0.16417404,57.6
2022-01-09 16:00:00+00:00,0.103448,2022-01-09 11:00:00-05:00,1,11,6,0.5368962071455889,0.1641744,63.3
2022-01-09 17:00:00+00:00,-0.017241,2022-01-09 12:00:00-05:00,1,12,6,0.6199938247749492,0.16417476,67.5
2022-01-09 18:00:00+00:00,-0.189655,2022-01-09 13:00:00-05:00,1,13,6,0.6382977343607583,0.16417512,71.4
2022-01-09 19:00:00+00:00,-0.224138,2022-01-09 14:00:00-05:00,1,14,6,0.5904721828630848,0.16417548,74.7
2022-01-09 20:00:00+00:00,-0.103448,2022-01-09 15:00:00-05:00,1,15,6,0.48003323050540664,0.16417584,78.1
2022-01-09 21:00:00+00:00,0.068966,2022-01-09 16:00:00-05:00,1,16,6,0.31561090529344094,0.1641762,74.8
2022-01-09 22:00:00+00:00,0.12069,2022-01-09 17:00:00-05:00,1,17,6,0.1149756535414021,0.16417656,74.5
2022-01-09 23:00:00+00:00,0.189655,2022-01-09 18:00:00-05:00,1,18,6,0.0,0.16417692,71.8
2022-01-10 00:00:00+00:00,0.224138,2022-01-09 19:00:00-05:00,1,19,6,0.0,0.16417728,69.6
2022-01-10 01:00:00+00:00,0.224138,2022-01-09 20:00:00-05:00,1,20,6,0.0,0.16417764,68.2
2022-01-10 02:00:00+00:00,0.224138,2022-01-09 21:00:00-05:00,1,21,6,0.0,0.164178,68.0
2022-01-10 03:00:00+00:00,0.224138,2022-01-09 22:00:00-05:00,1,22,6,0.0,0.16417836,66.2
2022-01-10 04:00:00+00:00,0.206897,2022-01-09 23:00:00-05:00,1,23,6,0.0,0.16417872,62.6
2022-01-10 05:00:00+00:00,0.189655,2022-01-10 00:00:00-05:00,1,0,0,0.0,0.16417908,60.8
2022-01-10 06:00:00+00:00,0.172414,2022-01-10 01:00:00-05:00,1,1,0,0.0,0.16417944,60.8
2022-01-10 07:00:00+00:00,0.155172,2022-01-10 02:00:00-05:00,1,2,0,0.0,0.1641798,59.0
2022-01-10 08:00:00+00:00,0.155172,2022-01-10 03:00:00-05:00,1,3,0,0.0,0.16418016,59.0
2022-01-10 09:00:00+00:00,0.137931,2022-01-10 04:00:00-05:00,1,4,0,0.0,0.16418052,59.0
2022-01-10 10:00:00+00:00,0.155172,2022-01-10 05:00:00-05:00,1,5,0,0.0,0.16418088,59.0
2022-01-10 11:00:00+00:00,0.189655,2022-01-10 06:00:00-05:00,1,6,0,0.0,0.16418124,60.8
2022-01-10 12:00:00+00:00,0.241379,2022-01-10 07:00:00-05:00,1,7,0,0.0,0.1641816,57.2
2022-01-10 13:00:00+00:00,0.448276,2022-01-10 08:00:00-05:00,1,8,0,0.01659956667312069,0.16418196,55.2
2022-01-10 14:00:00+00:00,0.5,2022-01-10 09:00:00-05:00,1,9,0,0.2078110371279093,0.16418232,54.9
2022-01-10 15:00:00+00:00,0.396552,2022-01-10 10:00:00-05:00,1,10,0,0.396131759143896,0.16418268,55.8
2022-01-10 16:00:00+00:00,0.155172,2022-01-10 11:00:00-05:00,1,11,0,0.538260389325272,0.16418304,54.1
