index,mu_lo,mu_hi,sigma_lo,sigma_hi,xi_lo,xi_hi
30,-1.197918738168078,3.729797767383741,-0.581423859803124,2.741886048560051,-0.8887956291498311,1.4049813293666376
31,-1.1938875231002666,3.7212117415631587,-0.5729437605683738,2.730824304553331,-0.8873521573427554,1.398002348833148
32,-1.1897539209115153,3.7123822323792792,-0.5642856323913352,2.719512762038614,-0.8858737241421205,1.3908260589297967
33,-1.1855206824781035,3.7033127770595087,-0.5554579328375433,2.7079610847743565,-0.8843614299111429,1.3834553715054725
34,-1.1811906256162796,3.6940070029616243,-0.5464692099403403,2.696179059063623,-0.8828163953764546,1.3758932698108897
35,-1.1767666332716775,3.684468625599482,-0.53732808873649,2.684176579726805,-0.881239760416178,1.3681428066945225
36,-1.1722516516663828,3.674701446621734,-0.528043257828051,2.6719636360862724,-0.8796326828281259,1.3602071027626266
37,-1.167648688407204,3.664709351747135,-0.5186234559999658,2.659550297992684,-0.8779963370879106,1.3520893445133242
38,-1.1629608105542923,3.6544963086556113,-0.5090774589219,2.646946701921743,-0.8763319130912852,1.3437927824392732
39,-1.1581911426530627,3.6440663648380935,-0.4994140659625499,2.6341630371699134,-0.8746406148887945,1.3353207291072073
40,-1.1533428647290853,3.633423645404809,-0.4896420871436793,2.621209532176616,-0.8729236594087885,1.3266765572106003
41,-1.1484192102491457,3.6225723508552794,-0.4797703302609886,2.6080964410003147,-0.8711822751763737,1.3178636976032467
42,-1.1434234640481724,3.6115167548097498,-0.4698075881973349,2.594834029974292,-0.8694177010254502,1.308885637311128
43,-1.1383589602230706,3.600261201703142,-0.4597626264532304,2.5814325645673417,-0.8676311848036173,1.2997459175225616
44,-1.1332290799974742,3.5888101044455762,-0.44964417091937214,2.5679022964744442,-0.8658239820814813,1.2904481315684027
45,-1.1280372495555142,3.577167942047602,-0.4394608959135531,2.554253450960072,-0.8639973548558956,1.2809959228820518
46,-1.122786937848545,3.5653392572141276,-0.4292214125045348,2.5404962144770358,-0.8621525702574824,1.2713929829498616
47,-1.1174816543738786,3.5533286539061315,-0.418934257143317,2.5266407225816065,-0.8602908992572753,1.2616430492470203
48,-1.1121249469303152,3.541140794875005,-0.40860788062244,2.512697048165901,-0.8584136153825711,1.2517499031692392
49,-1.1067203993489994,3.528780399168083,-0.3982506373812258,2.4986751900257413,-0.8565219934363196,1.2417173679548321
50,-1.101271629201761,3.516252239607581,-0.3878707751744759,2.484585061781864,-0.8546173082216929,1.2315493065990777
51,-1.09578228548993,3.503561140245969,-0.3774764251213012,2.4704364811714727,-0.8527008332787638,1.2212496197680458
52,-1.0902560463142064,3.4907119737984145,-0.3670755921485689,2.4562391597249844,-0.8507738396318657,1.210822243710735
53,-1.084696616526902,3.4777096590536547,-0.3566761458426473,2.4420026928419807,-0.8488375945466027,1.2002711481687385
54,-1.0791077253687893,3.464559158265587,-0.3462858117218388,2.42773655027912,-0.8468933603006451,1.1896003342878625
55,-1.0734931240932692,3.451265474528343,-0.3359121629405817,2.4134500670614383,-0.8449423929740258,1.1788138325376685
56,-1.0678565835766212,3.437833649133657,-0.32556261243470064,2.399152434826691,-0.8429859412471208,1.1679157006274075
57,-1.0622018919195928,3.424268758915824,-0.3152444055163923,2.3848526936117693,-0.8410252452229844,1.156910021435299
58,-1.0565328520414994,3.4105759135855123,-0.30496461292631927,2.370559724088946,-0.839061535269326,1.1458009009467212
59,-1.0508532792639862,3.396760253049576,-0.29473012434657564,2.356282240256083,-0.8370960308697729,1.1345924661912445
60,-1.0451669988972059,3.382826944729734,-0.28454764238245955,2.3420287825890975,-0.8351299395165387,1.1232888632109226
61,-1.039477843815992,3.368781180867708,-0.27442367701173076,2.3278077116557654,-0.8331644556022733,1.1118942550179054
62,-1.0337896520404184,3.35462817583129,-0.26436454050630576,2.3136272021961677,-0.8312007593525805,1.100412819583163
63,-1.0281062643171563,3.3403731634177927,-0.2543763428264374,2.299495237670226,-0.8292400157762083,1.0888487478336177
64,-1.0224315217037094,3.3260213941570314,-0.2444649874847551,2.2854196052700875,-0.8272833736442005,1.077206241669287
65,-1.0167692631584795,3.3115781326168383,-0.23463616788074515,2.2714078913983187,-0.8253319644893096,1.0654895119920302
66,-1.0111233231412557,3.297048654715768,-0.22489536410089883,2.2574674776075287,-0.8233869016473347,1.0537027767678837
67,-1.005497529218915,3.282438245037838,-0.2152478401800595,2.243605536997344,-0.8214492793054425,1.0418502590883423
68,-0.9998956996902648,3.2677521941632888,-0.20569864182116815,2.2298290310663313,-0.8195201716034454,1.0299361852768858
69,-0.99432164121915,3.2529957960045617,-0.19625259456273358,2.2161447070085813,-0.8176006317458019,1.0179647829988239
70,-0.9887791464901874,3.2381743451619025,-0.18691430239139328,2.2025590954527208,-0.8156916911591796,1.0059402794096204
71,-0.9832719918807795,3.2232931342923115,-0.17768814678735634,2.189078508631538,-0.8137943586747828,0.9938668993212235
72,-0.977803935158224,3.2083574515007176,-0.16857828619631254,2.17570903897621,-0.81190961975309,0.9817488634043648
73,-0.9723787131872323,3.1933725777387565,-0.15958865591185778,2.162456558119574,-0.8100384356938539,0.9695903863700088
74,-0.9670000396953251,3.1783437842586784,-0.1507229683718445,2.1493267163122516,-0.8081817429883875,0.9573956752872999
75,-0.9616716030257706,3.163276330052115,-0.1419847138339485,2.1363249422173243,-0.8063404525629864,0.9451689277871907
76,-0.9563970639687533,3.1481754593644635,-0.13337716144534795,2.1234564430988483,-0.804515449223463,0.932914330462054
77,-0.9511800535535446,3.1330463991677195,-0.12490336065902707,2.110726205357126,-0.8027075908689768,0.9206360570297938
78,-0.9460241709951527,3.117894356785305,-0.11656614303591295,2.0981389954503435,-0.8009177081722642,0.9083382669598993
79,-0.9409329815402272,3.1027245174137263,-0.10836812434680831,2.085699361116934,-0.7991466037970159,0.8960251036325153
80,-0.9359100144575205,3.0875420417864436,-0.10031170702794912,2.0734116329528995,-0.7973950520215467,0.8837006929000197
81,-0.9309587609613896,3.0723520637684842,-0.09239908291765464,2.0612799262719532,-0.7956637979857173,0.8713691412683979
82,-0.9260826726308045,3.0571596884443544,-0.08463223641156281,2.0493081433863827,-0.7939535586450498,0.8590345357826997
83,-0.9212851585230357,3.041969988898469,-0.0770129475026331,2.0374999757752006,-0.7922650188200785,0.8467009390049592
84,-0.9165695849248752,3.0267880056310412,-0.06954279585437917,2.025858907288449,-0.7905988366700404,0.8343723934140169
85,-0.9119392715576118,3.011618742425708,-0.06222316403992745,2.0143882165206555,-0.7889556361513401,0.8220529127880303
86,-0.9073974887227345,2.996467163155941,-0.055055241195833715,2.0030909796027516,-0.7873360029379519,0.8097464770471692
87,-0.9029475167537513,2.981338250895699,-0.04804004683408536,1.9919700931562785,-0.7857407051398559,0.7974572518929408
88,-0.8984536172709594,2.966097978831222,-0.041133579596241976,1.9809834221942342,-0.7836676073247755,0.7846865017497477
89,-0.8943354422083392,2.951167718943223,-0.034470870810086374,1.9702678528293034,-0.7826244752403415,0.7729453934061612
90,-0.8901794242726433,2.9361356321196084,-0.027917956453623938,1.9596912633947068,-0.7811041395208039,0.7607301586403545
91,-0.8861276333721413,2.9211455242362576,-0.021519998787344896,1.9493006452389625,-0.7796102343284903,0.7485478317802592
92,-0.8821829340582161,2.906202003249139,-0.015277098139119705,1.9390979136793134,-0.7781428363831077,0.736401887651873
93,-0.8783482208926745,2.8913097142106903,-0.009189224137116758,1.9290848384095827,-0.776702309244703,0.7242960847818778
94,-0.8746263324117813,2.8764732528815404,-0.003256193638580429,1.9192630206106758,-0.7752889958518338,0.7122341568564717
95,-0.8710200471895673,2.8616971614402074,0.00252232482600645,1.9096338965836233,-0.7739032087982639,0.7002198019200627
96,-0.8675320825635658,2.84698592685399,0.008146805633642229,1.9001987423652649,-0.7725452298729579,0.6882566808389478
97,-0.8641650931567527,2.8323439790449014,0.013617860664929982,1.8909586783364198,-0.7712153085577881,0.6763484147247293
98,-0.8609216702571295,2.817775689912162,0.018936233613093933,1.8819146741254178,-0.7699136634682896,0.6644985853031484
99,-0.8578043408025423,2.8032853719589172,0.024102794413059292,1.8730675534001744,-0.7686404821183226,0.6527107336095337
100,-0.8548155666205711,2.788877277173082,0.029118533592078166,1.8644179987476828,-0.7673959213707866,0.6409883593733505
101,-0.8519577436165668,2.77455559585547,0.0339845566664958,1.8559665565166854,-0.7661801074837146,0.629334920001516
102,-0.849233201132321,2.7603244556177637,0.03870207850873886,1.847713641699773,-0.7649931365264542,0.6177538299355309
103,-0.8466442013178168,2.746187920392849,0.0432724177588415,1.8396595427809568,-0.7638350746148325,0.6062484598316497
104,-0.8441929386297111,2.7321499895712344,0.04769699124976423,1.8318044265797777,-0.7627059583706057,0.5948221359697422
105,-0.841881539352899,2.718214597159985,0.051977308492610286,1.8241483430461918,-0.7616057952272786,0.5834781395132479
106,-0.8397120612225113,2.7043856110416,0.05611496620705758,1.816691230021238,-0.7605345638720392,0.5722197059103152
107,-0.8376864931215149,2.69066683230806,0.06011164291081006,1.8094329179500015,-0.7594922147233558,0.5610500243359954
108,-0.8358067548380548,2.6770619946542857,0.06396909358722191,1.8023731345280436,-0.7584786703999165,0.5499722371315021
109,-0.834074696896032,2.6635747638445517,0.06768914443031493,1.795511509282388,-0.7574938262259333,0.5389894392858909
110,-0.8324921004586104,2.6502087372516354,0.07127368767780129,1.78884757807675,-0.7565375507780618,0.5281046779657265
111,-0.8310606772994317,2.6369674434635537,0.07472467653813575,1.782380787535303,-0.755609686457271,0.5173209520764025
112,-0.8297820698399028,2.623854341956326,0.07804412022020368,1.7761104993766437,-0.7547100500848369,0.5066412118546079
113,-0.8286578512535714,2.610872822833853,0.0812340790697188,1.7700359946542028,-0.7538384335311259,0.4960683585009201
114,-0.82768952563224,2.5980262066296347,0.0842966598195316,1.7641564778961587,-0.75299460436315,0.4856052438388314
115,-0.8268785282165532,2.585317744173145,0.0872340109563946,1.758471081142598,-0.752178306526072,0.47525467001569366
116,-0.8262262256853934,2.5727506165152647,0.09004831821085324,1.7529788678735212,-0.7513892610460331,0.46501938923327
117,-0.8257339165028439,2.560327934911605,0.09274180017242661,1.7476788368257923,-0.7506271667550509,0.45490210350894955
118,-0.8254028313215968,2.548052740862686,0.09531670403397463,1.7425699256953993,-0.7498917010429803,0.4449054644729231
119,-0.8252341334396641,2.5359280062078895,0.09777530146712476,1.7376510147233997,-0.7491825206310304,0.43503207319611836
120,-0.8252289193075938,2.5239566332704695,0.10011988463178634,1.7329209301627653,-0.7484992623668658,0.4252844800492193
121,-0.8253882190841703,2.5121414550516707,0.10235276232051527,1.728378447625611,-0.7478415440409981,0.4156651845927821
122,-0.825712997237337,2.5004852354707734,0.1044762562395416,1.724022295309214,-0.7472089652224039,0.406176635496667
123,-0.8262041531883515,2.4889906696491373,0.10649269742619205,1.719851157101326,-0.746601108115006,0.3968212304907208
124,-0.8268625219950447,2.477660384234205,0.10840442280402374,1.7158636755636743,-0.7460175384298442,0.38760131634182743
125,-0.8276888750729806,2.4664969377623214,0.11021377187386006,1.7120584547956685,-0.7454578062779457,0.3785191888626107
126,-0.828683920949294,2.4555028210552274,0.1119230835417413,1.708434063177507,-0.7449214470756469,0.36957709294383384
127,-0.8298483060484394,2.444680457649535,0.11353469308100095,1.7049890359956672,-0.7444079824687897,0.3607772226171863
128,-0.8311826155046664,2.434032204254067,0.1150509292282591,1.7017218779511676,-0.7439169212685797,0.3521217211415299
129,-0.8326873739993994,2.4235603512333186,0.11647411141067887,1.6986310655534513,-0.7434477604018642,0.3436126811156175
130,-0.83436304661985,2.4132671231134335,0.11780654710249872,1.6957150494020305,-0.742999985873865,0.33525214461560415
131,-0.8362100397351768,2.403154679107093,0.11905052930856808,1.6929722563583485,-0.742573073740421,0.32704210335465106
132,-0.8382287018878363,2.393225113655022,0.12020833417152743,1.69040109161136,-0.7421664910917767,0.31898449886692504
133,-0.8404193246959605,2.3834804569800263,0.12128221870001343,1.6879999406396067,-0.7417796970439023,0.3110812227122354
134,-0.8427821437640737,2.373922675650946,0.12227441861417276,1.6857671710736373,-0.7414121437378778,0.30333411670208565
135,-0.845317339598664,2.364553673153104,0.12318714630512062,1.6837011344622816,-0.7410632773455128,0.2957449731455573
136,-0.8480250385253418,2.3553752904620633,0.12402258890428852,1.6818001679469423,-0.7407325390800349,0.2883155351141071
137,-0.8509053136042621,2.3463893066174304,0.12478290645897328,1.680062595847724,-0.7404193662100328,0.28104749672369345
138,-0.8539581855410451,2.3375974392940195,0.12547023020954895,1.6784867311660339,-0.7401231930769494,0.2739425034347626
139,-0.8571836235893908,2.3290013453666303,0.12608666096426435,1.6770708770078433,-0.7398434521125614,0.267002152366762
140,-0.8605815464428341,2.3206026214659667,0.12663426756711993,1.6758133279321972,-0.7395795748570634,0.2602279926280163
141,-0.8641518231123926,2.312402804522515,0.12711508545411654,1.6747123712297702,-0.7393309929755588,0.25362152565899376
142,-0.8678942737869355,2.3044033722952677,0.12753111529355676,1.673766288135857,-0.7390971392711748,0.24718420558738877
143,-0.8718086706736532,2.296605743882762,0.12788432170529462,1.6729733549829777,-0.7388774486943029,0.24091743959473633
144,-0.8758947388155921,2.2890112802134412,0.12817663205448504,1.6723318442975947,-0.7386713593459429,0.23482258829273384
145,-0.880152156883492,2.281621284512659,0.12840993531491363,1.6718400258459158,-0.7384783134737516,0.22890096610808042
146,-0.8845805579394008,2.2744370027438663,0.128586080997105,1.6714961676336246,-0.7382977584598708,0.22315384167509172
147,-0.8891795301691512,2.2674596240211256,0.12870687813664028,1.671298536864145,-0.7381291477980105,0.21758243823376427
148,-0.8939486175816069,2.2606902809909277,0.1287740943376049,1.671245400860534,-0.7379719420596561,0.21218793403333785
149,-0.8988873206719474,2.25413005018065,0.12878945486681947,1.6713350279553738,-0.7378256098467808,0.2069714627389161
150,-0.9039950970468967,2.2477799523116224,0.1287546417940464,1.6715656883534764,-0.7376896287302857,0.20193411384054433
151,-0.9092713620096513,2.2416409525746186,0.1286712931736973,1.671935654971871,-0.7375634861723742,0.19707693306311502
152,-0.9147154891024499,2.235713960865781,0.12854100226367693,1.6724432042614281,-0.737446680431473,0.1924009227758791
153,-0.9203268106048086,2.2299998319810648,0.12836531677692198,1.6730866170145533,-0.7373387214481582,0.18790704240018102
154,-0.9261046179857318,2.22449936576758,0.1281457381616582,1.6738641791628834,-0.737239131710872,0.18359620881434874
155,-0.932048162308019,2.2192133072299978,0.12788372090622824,1.674774182569116,-0.7371474470995782,0.1794692967540401
156,-0.9381566545832585,2.21414234659069,0.12758067186470412,1.6758149258166986,-0.7370632177063083,0.17552713920713442
157,-0.9444292660759889,2.2092871193021395,0.12723794959968415,1.6769847150009354,-0.7369860086309381,0.17177052780164487
158,-0.9508651285557895,2.204648206010427,0.12685686373872462,1.6782818645249957,-0.7369154007509457,0.16820021318553552
159,-0.9574633344961125,2.200226132468691,0.12643867434126366,1.6797046979038974,-0.7368509914637256,0.16481690539713445
160,-0.9642229372188794,2.196021369399623,0.1259845912729839,1.6812515485794468,-0.7367923954001845,0.16162127422499767
161,-0.9711429509839423,2.1920343323061626,0.1254957735848381,1.6829207607488135,-0.7367392451082725,0.1586139495559773
162,-0.9782223510227323,2.188265381229776,0.12497332889431045,1.6847106902090856,-0.7366911917052301,0.15579552171039185
163,-0.9854600735155161,2.184714820455786,0.12441831276650095,1.6866197052201048,-0.7366479054974258,0.15316654176326888
164,-0.9928550155118632,2.1813828981654195,0.12383172809329612,1.6886461873872187,-0.7366090765664493,0.15072752185042043
165,-1.0004060347940604,2.178269806034366,0.12321452446871883,1.69078853256572,-0.7365744153205451,0.14847893545852536
166,-1.0081119496834279,2.175375678777841,0.12256759755921387,1.6930451517881147,-0.7365436530102873,0.14642121769820315
167,-1.0159715387895358,2.1727005936422286,0.12189178846778637,1.69541447221514,-0.7365165422073712,0.14455476555903207
168,-1.02398354070267,2.1702445698436854,0.12118788309114459,1.6978949381112605,-0.7364928572458624,0.1428799381459228
169,-1.0321466536298463,2.168007567954069,0.12045661146954822,1.700485011844769,-0.7364723946247782,0.14139705689578524
170,-1.0404595349750578,2.16598948923492,0.11969864712912759,1.7031831749125859,-0.7364549733714205,0.1401064057739725
171,-1.0489208008644455,2.1641901749202432,0.11891460641700102,1.7059879289892537,-0.7364404353646402,0.13900823144973012
172,-1.0575290256173548,2.1626094054490963,0.1181050478297021,1.7088977969994394,-0.7364286456174113,0.13810274345007745
173,-1.06628274116439,2.1612468996491496,0.11727047133590562,1.711911324212777,-0.7364194925181764,0.1373901142916239
174,-1.0751804364137707,2.16010231387257,0.11641131769465307,1.71502707935966,-0.7364128880304732,0.13687047958986404
175,-1.0842205565674603,2.159175241085737,0.11552796777071628,1.7182436557661447,-0.7364087678504525,0.13654393814559074
176,-1.0934015023887382,2.158465209914527,0.11462074184912763,1.7215596725057343,-0.7364070915219253,0.13641055200808927
177,-1.1027216294230833,2.157971683647058,0.11368989895110448,1.7249737755656032,-0.7364078425087788,0.1364703465149626
178,-1.112179247174404,2.1576940591959923,0.11273563615411153,1.7284846390242952,-0.7364110282245921,0.13672331030843454
179,-1.1217726182388874,2.1576316660226977,0.11175808791905306,1.7320909662376844,-0.7364166800193741,0.13716939532805633
180,-1.131499957398821,2.1577837650256826,0.11075732542795047,1.7357914910296057,-0.7364248531233879,0.1378085167797774
181,-1.1413594306791492,2.1581495473960906,0.10973335593579392,1.7395849788832223,-0.736435626548408,0.13864055308171902
182,-1.1513491543694274,2.158728133442965,0.10868612214061657,1.7434702281288446,-0.7364491029462348,0.1396653457864624
183,-1.161467194014353,2.1595185713915117,0.10761550157609046,1.7474460711236388,-0.7364654084251587,0.14088269948052357
184,-1.1717115633759665,2.1605198361574813,0.10652130603132204,1.7515113754182887,-0.7364846923244338,0.14229238166104563
185,-1.182080223370989,2.161730828101176,0.10540328100279339,1.755665044905407,-0.7365071269473302,0.1438941225902473
186,-1.1925710809868764,2.1631503717647087,0.10426110518367926,1.7599060209441755,-0.7365329072532867,0.14568761512811318
187,-1.2031819881804175,2.164777214596366,0.10309438999599174,1.764233283455503,-0.7365622505098339,0.14767251454394387
188,-1.2139107407627865,2.1666100256660323,0.1019026791713955,1.7686458519815584,-0.7365953959047726,0.14984843830720906
189,-1.2247550772752884,2.168647394375939,0.10068544838657922,1.7731427867035068,-0.7366326041196494,0.15221496585868105
190,-1.2357126778601069,2.170887829171087,0.0994421049594244,1.7777231894109145,-0.7366741568651167,0.15477163836237834
191,-1.2467811631305543,2.173329756253872,0.09817198761239354,1.7823862044160907,-0.7367203563791744,0.1575179584392442
192,-1.257958093045581,2.175971518307707,0.09687436630961055,1.7871310194065946,-0.7367715248893161,0.16045338988351143
193,-1.2692409657932937,2.1788113732344168,0.0955484421744216,1.7919568662287948,-0.7368280040394097,0.1635773573624989
194,-1.2806272166886195,2.1818474929105722,0.09419334749417485,1.7968630215954327,-0.7368901542826964,0.1668892461011388
195,-1.2921142170900997,2.1850779619677803,0.09280814581925001,1.8018488077098336,-0.7369583542416018,0.17038840155183776
196,-1.3036992733413555,2.1885007766024924,0.09139183216308655,1.8069135927996824,-0.7370330000361988,0.17407412905140773
197,-1.3153796257422945,2.192113843420442,0.08994333331061755,1.8120567915526342,-0.737114504581651,0.1779456934652971
198,-1.327152447555953,2.195914978321609,0.08846150824156973,1.8172778654469426,-0.7372032968568978,0.18200231882126738
199,-1.3390148440563214,2.199901905431108,0.08694514867613423,1.8225763229692868,-0.7372998211450703,0.18624318793289235
200,-1.350963851623042,2.2040722560818944,0.08539297974956062,1.8279517197128652,-0.7374045362475199,0.19066744201463826
201,-1.3629964368886873,2.2084235678550312,0.08380366082267321,1.8334036583484306,-0.7375179146725527,0.19527418028949078
202,-1.3751094959444903,2.212953283683401,0.08217578643489487,1.8389317884613139,-0.7376404418003482,0.20006245959047458
203,-1.3872998536104029,2.2176587510247696,0.08050788740633052,1.8445358062475299,-0.7377726150255315,0.20503129395739317
204,-1.3995642627754115,2.2225372211101386,0.07879843209520987,1.8502154540622993,-0.7379149428787478,0.21017965423000057
205,-1.4118994038140247,2.227585848273333,0.07704582781671276,1.8559705198145988,-0.7380679441288636,0.2155064676390685
206,-1.4243018840847557,2.232801689367651,0.07524842242899721,1.8618008362015546,-0.7382321468669681,0.22101061739637845
207,-1.4367682375165425,2.2381817032755515,0.07340450609189897,1.8677062797768236,-0.738408087573958,0.22669094228525077
208,-1.4492949242888586,2.2437227505171267,0.0715123132033273,1.8736867698475779,-0.7385963101729814,0.2325462362527298
209,-1.4618783306112517,2.2494215929631345,0.06957002451812755,1.8797422671949358,-0.7387973650684054,0.2385752480049096
210,-1.474514768607879,2.2552748936581537,0.06757576945376031,1.885872772613101,-0.7390118081725032,0.24477668060642357
211,-1.487200476312542,2.2612792167593945,0.06552762858648353,1.8920783252631568,-0.739240199921622,0.25114919108567935
212,-1.4999316177795854,2.2674310275965177,0.0634236363414643,1.898359000837683,-0.7394831042830763,0.25769139004689
213,-1.512704283315761,2.2737266928576028,0.061261783879553056,1.9047149095330884,-0.7397410877544109,0.26440184129035715
214,-1.5255144898380792,2.280162480906268,0.05904002218299231,1.9111461938269916,-0.7400147183563344,0.2712790614421119
215,-1.538358181362293,2.286734562234615,0.056756265341602496,1.91765302605871,-0.7403045646207471,0.27832151959413015
216,-1.5512312296266255,2.293439010056611,0.05440839404056874,1.9242356058113468,-0.740611194575453,0.28552763695650485
217,-1.5641294348548445,2.30027180104601,0.051994259249982355,1.9308941570949285,-0.7409351747266855,0.2928957865225002
218,-1.5770485266625702,2.3072288162227204,0.04951168611609291,1.9376289253302241,-0.7412770690408276,0.3004242927476395
219,-1.589984165110701,2.3143058419914877,0.046958478052746555,1.944440174134399,-0.7416374379271897,0.30811143124447865
220,-1.602931941908826,2.321498571335781,0.0443324210317928,1.9513281819092922,-0.7420168372223503,0.31595542849333835
221,-1.6158873817718629,2.3288026051701167,0.041631288069343575,1.9582932382350635,-0.7424158171781453,0.32395446157085217
222,-1.6288459439321437,2.3362134538530386,0.038852843905081924,1.9653356400715887,-0.7428349214538538,0.3321066578966404
223,-1.6418030238093297,2.3437265388631427,0.0359948498701661,1.9724556877716726,-0.7432746861143968,0.3404100949996915
224,-1.6547539548397414,2.351337194639728,0.033055068939005006,1.9796536809103955,-0.7437356386357118,0.3488628003053631
225,-1.6676940104664093,2.3590406705893705,0.03003127095914282,1.9869299139359584,-0.7442182969184067,0.35746275094386293
226,-1.6806184062903031,2.366832133258892,0.026921238052788565,1.9942846716480866,-0.7447231683100759,0.366207873580335
227,-1.6935223023839752,2.3747066686759286,0.023722770182484032,2.001718224511106,-0.745250748639828,0.3750960442698511
228,-1.7064008057661026,2.3826592848556016,0.020433690873117083,2.009230823809076,-0.7458015212623716,0.3841250883343846
229,-1.719248973037706,2.3906849144740496,0.017051853080858104,2.01682269665201,-0.746375956116641,0.393292780266486
230,-1.7320618131779835,2.3987784177067506,0.013575145199599126,2.0244940408422023,-0.746974508797466,0.4025968436579056
231,-1.7448342904986052,2.4069345852304864,0.010001497193944608,2.0322450196112154,-0.7475976196427611,0.4120349511553476
232,-1.7575613277537885,2.4151481413862297,0.006328886847978277,2.040075756237916,-0.7482457128355526,0.42160472444241315
233,-1.770237809404265,2.4234137475010926,0.0025553461169938174,2.0479863285599595,-0.7489191955242313,0.4313037342508377
234,-1.7828585850309742,2.4317260053651197,-0.001321032430302349,2.0559767633908437,-0.7496184569590176,0.4411295003987189
235,-1.7954184728962144,2.440079460860678,-0.005302089092775963,2.0640470308557863,-0.7503438676496962,0.45107949186051366
236,-1.8079122636466092,2.448468607738757,-0.009389590455502583,2.0721970386605113,-0.7510957785414258,0.46115112686531445
237,-1.8203347241532528,2.456887891537556,-0.01358522276062013,2.0804266263071107,-0.7518745202093144,0.471341773023808
238,-1.8326806014860206,2.4653317136402997,-0.017890585246783663,2.088735559272994,-0.7526804020794916,0.4816487474913427
239,-1.8449446270138903,2.4737944354641384,-0.022307183472855874,2.0971235231681726,-0.7535137116694324,0.4920693171595688
240,-1.8571215206247182,2.4822703827735344,-0.02683642264197128,2.1055901178866403,-0.7543747138481877,0.5026006988769991
241,-1.869205995062115,2.490753850115775,-0.0314796009452607,2.1141348517707548,-0.755263650128095,0.513240059709755
242,-1.8811927603677974,2.4992391053669625,-0.03623790294092033,2.1227571358039414,-0.7561807379767438,0.5239845172309773
