index,mu,sigma,xi
88,1.00636606080723,0.883741828918025,0.0194462910903264
89,1.00137580173518,0.885029657073094,0.0182411258467239
90,0.996383423636618,0.886322848620953,0.0170394916800978
91,0.991405568124393,0.887613458219024,0.0158488639658541
92,0.986425878077017,0.88890944082997,0.0146619969335433
93,0.981460940122489,0.890202858013888,0.0134863168810047
94,0.976494498504017,0.891501703019807,0.012314720538262
95,0.971543071973921,0.892798018802509,0.0111545427354418
96,0.96659863766468,0.894095810540444,0.0100023067063623
97,0.961653268738178,0.895399098676234,0.00885463377226187
98,0.956723358572763,0.896699889286147,0.00771870083872808
99,0.9517928912235,0.898006202234713,0.00658764860670625
100,0.946878157814848,0.899310011262193,0.00546855017454362
101,0.941963233453532,0.900619339921884,0.0043546549548118
102,0.937064316071944,0.901926129606457,0.00325292477294947
103,0.932165592202715,0.903238412309896,0.0021567142173668
104,0.927283143465008,0.90454810800453,0.0010728712025579
105,0.922401225337473,0.905863263998963,-5.13195060564131e-06
106,0.917535791862739,0.907175774293274,-0.00107056023564023
107,0.912671213280451,0.908493693563467,-0.00212982711782259
108,0.90782335594155,0.909808895973001,-0.00317632332731538
109,0.902976725222742,0.911129449685367,-0.00421634842131388
110,0.898147095010663,0.912447209495925,-0.00524342123108611
111,0.893319100991815,0.913770252499479,-0.00626372100706999
112,0.888508399732583,0.91509040394632,-0.00727089194102534
113,0.883699742509702,0.916415739355651,-0.00827098523005951
114,0.878908652457108,0.917738058220979,-0.00925777128797484
115,0.874127604992756,0.919061366275121,-0.0102342007224765
116,0.869349206095428,0.920389674473623,-0.0112030929635161
117,0.864588801867343,0.921714749661186,-0.0121584219963127
118,0.859831479064291,0.923044670607879,-0.0131059161554541
119,0.855092443974669,0.924371197701768,-0.0140397025014745
120,0.850356834700957,0.925702493746922,-0.0149654322957995
121,0.845639644283443,0.927030405392578,-0.0158774208410508
122,0.840926157104744,0.92836313790056,-0.0167811838841146
123,0.836231231871105,0.929692531044205,-0.017671173699239
124,0.831540285583172,0.931026787233445,-0.018552763390387
125,0.826868035490572,0.932357724848467,-0.0194205469617678
126,0.822200062517014,0.933693554385369,-0.020279759064776
127,0.817550964941852,0.935026098659504,-0.0211251324565224
128,0.812906483599418,0.936363583494796,-0.0219617526602389
129,0.808281072509433,0.937697812909503,-0.0227844963895504
130,0.803660638652274,0.939037014130748,-0.0235983111163404
131,0.799059497423946,0.940372972153497,-0.0243982237289608
132,0.794463719526987,0.941713914142064,-0.0251890406524685
133,0.789887461249497,0.943051606732799,-0.0259659367298747
134,0.785323852326027,0.944390156997991,-0.0267312761350305
135,0.780766197110248,0.945733684160167,-0.0274872783725299
136,0.77622843659072,0.947073946663136,-0.0282293422915066
137,0.771697048007792,0.948419204763748,-0.0289619070024363
138,0.767185783326435,0.949761205922814,-0.0296805189722716
139,0.762681276001856,0.95110820859732,-0.0303894664470217
140,0.75819710117015,0.952451935760619,-0.031084445175118
141,0.753720065276261,0.95380064264249,-0.0317695953115066
142,0.74926355150651,0.955146036214239,-0.0324407643791865
143,0.744814520060024,0.956496377106418,-0.0331019391823637
144,0.740386181374332,0.957843358947264,-0.0337491209774884
145,0.735965692151375,0.959195246462008,-0.0343861486319058
146,0.7315660928617,0.960543711372885,-0.0350091813638736
147,0.727174736888748,0.961897015138991,-0.0356219103000872
148,0.722804491015563,0.963246816195986,-0.0362206572752578
149,0.718442874514468,0.964601391983134,-0.0368089668677269
150,0.714102544020123,0.965952401822783,-0.0373833239151886
151,0.7097712184063,0.967308127176876,-0.0379471251891604
152,0.705461362985122,0.96866021552839,-0.0384970140313863
153,0.701166929829181,0.970012785156877,-0.0390346620378948
154,0.696882064923706,0.971369952350731,-0.0395615842167732
155,0.6926189371183,0.972723337409033,-0.0400746593666883
156,0.688365750118592,0.974081206950027,-0.040576896770122
157,0.684134460066137,0.975435170962841,-0.04106533360889
158,0.679913464738903,0.976793493668622,-0.0415428248335762
159,0.67571453118778,0.978147777532413,-0.0420065718545968
160,0.67152628308069,0.979506281214261,-0.0424592802098504
161,0.667360290200861,0.980860593266043,-0.0428983135884465
162,0.663205391183712,0.982218954994866,-0.0433262228684354
163,0.659072954568465,0.983572942818031,-0.0437405341893312
164,0.654952041074661,0.984930784290679,-0.0441436469058713
165,0.650853787110047,0.986284055693626,-0.0445332471431095
166,0.646767455171934,0.987640975257262,-0.0449115795868195
167,0.642703970883899,0.988993116333447,-0.0452764936477922
168,0.63865282803567,0.990348678183778,-0.045630081064222
169,0.634624741019854,0.991699236548144,-0.0459703522972515
170,0.630609448964497,0.993052974640089,-0.046299249330542
171,0.626617454855823,0.994401469227526,-0.0466149466831047
172,0.622643752264212,0.995748740551778,-0.0469184109230027
173,0.618683551988988,0.997098795958998,-0.0472104538898575
174,0.614746998658896,0.998443236463382,-0.047489492495248
175,0.610824424107087,0.999790194718588,-0.0477570950621358
176,0.606925752906585,1.00113129013426,-0.0480118414962728
177,0.60304154946992,1.00247463390508,-0.0482551474199832
178,0.599181453302845,1.00381187380763,-0.0484857445382992
179,0.595336231502397,1.00515109795147,-0.0487048913828958
180,0.5915152551228,1.00648397122556,-0.0489114707053531
181,0.58770953757126,1.00781853546553,-0.0491065883431061
182,0.58392819947224,1.00914646921518,-0.0492892815684097
183,0.58016249103148,1.01047577217779,-0.0494605036354978
184,0.576421253787038,1.01179815001697,-0.0496194403086251
185,0.572695988903076,1.01312155668836,-0.0497668948841384
186,0.568995291138834,1.01443772362731,-0.0499022091613028
187,0.565310918281763,1.01575456575328,-0.0500260495893418
188,0.56165114758062,1.01706391545478,-0.05013795222116
189,0.558007937191182,1.01837370086329,-0.0502384776716166
190,0.554389305167864,1.01967580650318,-0.0503273234130825
191,0.550791301322182,1.02097413189246,-0.0504048012317793
192,0.547210232825856,1.02227252122226,-0.0504710772667459
193,0.543653724596411,1.02356291373964,-0.0505260699412509
194,0.540114405947179,1.02485308644216,-0.0505699852964614
195,0.5365996345888,1.02613502200578,-0.0506028891847234
196,0.533102271758615,1.02741646020192,-0.0506248605741735
197,0.529629366985389,1.02868946335154,-0.0506361197578267
198,0.526174007912598,1.02996173580083,-0.050636622050603
199,0.522742947397886,1.03122541594222,-0.0506267371103409
200,0.519329537286715,1.03248814103513,-0.0506062915151077
201,0.515940250223611,1.03374210145094,-0.0505757879164176
202,0.512568684829666,1.03499486543754,-0.0505349217117859
203,0.509221022384271,1.03623868860834,-0.0504843281422719
204,0.505891109079527,1.03748107863459,-0.0504235780446394
205,0.502584877360289,1.03871436551317,-0.0503534323106374
206,0.499296460946273,1.03994599549546,-0.0502733375697873
207,0.496031539562852,1.04116836031496,-0.0501841823330122
208,0.492784497078232,1.04238883020523,-0.0500852943112978
209,0.489560739323869,1.0435998639183,-0.0499776843341581
210,0.486357473338996,1.04480508044083,-0.0498610764898952
211,0.483172145347784,1.04600803439901,-0.0497350843848714
212,0.480009748344138,1.04720130420553,-0.0496009031380156
213,0.476865304522041,1.04839206761833,-0.0494575910393365
214,0.473743553346687,1.04957296462749,-0.0493064565416964
215,0.470639784870415,1.05075107956862,-0.0491464545040068
216,0.467558488688111,1.05191911949768,-0.0489790036330961
217,0.464495213182983,1.05308406887477,-0.048802956300373
218,0.461454180241517,1.05423870422465,-0.0486198314777674
219,0.458431181774562,1.05538991068786,-0.0484283791085093
220,0.455430185418128,1.05653054282305,-0.0482302177476918
221,0.452447235927195,1.05766738786254,-0.0480240028157017
222,0.449486040028799,1.05879338240936,-0.0478114440755558
223,0.446542905441834,1.05991522278175,-0.047591099235461
224,0.443621293907334,1.0610259477783,-0.0473647609508976
225,0.440717773669249,1.06213215671137,-0.0471308991081901
226,0.437835571697701,1.06322699533794,-0.0468913966703541
227,0.434971500086209,1.06431696847276,-0.0466446418395999
228,0.432128518421372,1.06539532125482,-0.0463926000156259
229,0.429305037912903,1.06646520374937,-0.0461345340450459
230,0.426499709695454,1.06752965270495,-0.0458696299224603
231,0.423715086794266,1.06858207150715,-0.045599971188005
232,0.420948550478803,1.06962868001687,-0.0453237563656421
233,0.418202372713035,1.07066299471794,-0.0450431376975969
234,0.415474152464646,1.0716911155445,-0.0447562408922725
235,0.412765918278353,1.07270667100716,-0.0444652881465636
236,0.410075523279857,1.07371564500458,-0.0441683463900446
237,0.407404737051219,1.0747118059612,-0.043867708604328
238,0.404751620997824,1.0757010261302,-0.0435613815502374
239,0.402117711583512,1.07667720946139,-0.0432517104998675
240,0.399501322147677,1.0776461055905,-0.0429366398363626
241,0.396903755927938,1.07860174972904,-0.0426185801919838
242,0.394323505484145,1.07954981077877,-0.0422954582329343
243,0.391761591769529,1.08048451153028,-0.0419697667628271
244,0.389216738260293,1.08141141003413,-0.0416393774608432
245,0.386689750265972,1.08232487564825,-0.0413068149745286
246,0.384179556452943,1.08323032860764,-0.0409699027766381
247,0.381686726893113,1.08412227169951,-0.0406312053358227
248,0.379210666616815,1.08500336759668,-0.0402897159632684
249,0.376750996915517,1.08587613669462,-0.0399443915699371
250,0.374307988405254,1.08673529263419,-0.0395978491320939
251,0.371881133603521,1.08758590687311,-0.0392478250599054
252,0.369470497344214,1.08842282741913,-0.0388969686285273
253,0.367075773974364,1.08925097009104,-0.0385429887115746
254,0.364696831339018,1.09006531251938,-0.0381885638011386
255,0.362333571705624,1.09087061261537,-0.0378313837638764
256,0.359985657595222,1.09166198398213,-0.0374741441920453
257,0.357653193583605,1.09244404796983,-0.0371145061252965
258,0.355335666415708,1.09321207849945,-0.0367551749553712
259,0.353033387312221,1.09397055504302,-0.0363938037153472
260,0.350745628407158,1.09471492555605,-0.0360331179062834
261,0.348472853804927,1.09544953294961,-0.0356707673342458
262,0.346214134707444,1.09616996890812,-0.0353094847918851
263,0.343970102845574,1.09688042878897,-0.034946908102062
264,0.341739638599332,1.09757669779862,-0.0345857261849743
265,0.339523556772396,1.0982628464657,-0.0342235304613588
266,0.337320553916924,1.09893480706097,-0.0338629958887403
267,0.335130948146037,1.09959456504295,-0.0335029817861183
268,0.332955212314137,1.10024394850566,-0.0331423516203013
269,0.330791751614098,1.10087911074291,-0.0327837634564617
270,0.328641765629602,1.10150370245942,-0.0324248165443682
271,0.326503496564517,1.10211402001094,-0.0320681596905368
272,0.324378305468063,1.10271354049598,-0.0317114060263943
273,0.322264263847898,1.10329871176037,-0.0313571926014013
274,0.320162839431163,1.10387287896643,-0.0310031639476748
275,0.318071907155719,1.10443267993228,-0.0306519563791696
276,0.315993073755758,1.10498129053491,-0.0303012383261637
277,0.313924064945827,1.1055154983336,-0.0299536253617918
278,0.311866622048971,1.10603830399465,-0.0296068095495086
279,0.309818336110237,1.10654664479391,-0.0292633836363963
280,0.307781078546628,1.10704334643418,-0.0289210697435738
281,0.305752291075711,1.10752552403965,-0.0285824381904345
282,0.303733946317585,1.10799586540504,-0.0282452459714788
283,0.30172333593963,1.1084516872643,-0.0279120361902274
284,0.299722506232476,1.10889553137908,-0.0275806043812949
285,0.297728623084713,1.10932488857586,-0.0272534594070519
286,0.295742527812271,1.10974100428645,-0.0269295867895032
287,0.293765165783298,1.11014496126714,-0.0266080105246973
288,0.291793558530072,1.11053454266797,-0.0262911505544474
289,0.289830019539346,1.11091192179969,-0.0259768768973898
290,0.287871507711224,1.11127506923677,-0.0256675562173015
291,0.285920444158883,1.11162601417747,-0.0253610882594129
292,0.283973727232688,1.11196291497998,-0.0250597693703789
293,0.28203386876086,1.11228763902538,-0.0247615460624728
294,0.280097709508183,1.11259851534075,-0.024468659665403
295,0.278167840619868,1.11289725743607,-0.024179099071644
296,0.276241043982206,1.11318237727356,-0.0238950346678673
297,0.274319977462026,1.11345544711916,-0.0236144923827686
298,0.272401390885173,1.11371517054559,-0.0233395718808849
299,0.270488016657553,1.11396297538168,-0.0230683565246469
300,0.26857655828972,1.11419773106617,-0.0228028862154112
301,0.266669784181277,1.11442070343961,-0.0225413059721015
302,0.26476433290734,1.11463092951341,-0.022285600717985
303,0.262862985984299,1.11482953687904,-0.0220339860633798
304,0.260962314625351,1.11501574142462,-0.0217883933301411
305,0.25906351750462,1.11519016942815,-0.0215479851340085
306,0.257167812075116,1.1153532940115,-0.0213119878619238
307,0.255271717195414,1.11550456297147,-0.0210822282821344
308,0.253378032792237,1.11564474653365,-0.0208570869042208
309,0.251483273062624,1.11577342535581,-0.0206383243748077
310,0.249590255803371,1.11589121097215,-0.0204243964618105
311,0.247695493329559,1.11599781173778,-0.0202169949268044
312,0.245801806470897,1.11609368458501,-0.0200146505164521
313,0.243905723697995,1.11617866584527,-0.0198189877311422
314,0.242010064447181,1.1162530614093,-0.0196286158786777
315,0.240111371339277,1.11631682649404,-0.0194450846390186
316,0.238212453806809,1.11637011962864,-0.0192670792606353
317,0.236309892210061,1.11641304309872,-0.0190960553370192
318,0.234401875036349,1.116445886436,-0.0189326646442665
319,0.232503480606615,1.11646784740984,-0.018770687837244
320,0.230586833148017,1.1164808927042,-0.0186213708091283
321,0.22868216277852,1.11648258379476,-0.0184726772542853
322,0.226758864941562,1.11647626151191,-0.0183363428343566
323,0.224846714999262,1.11645825444704,-0.0182011728499455
324,0.222915584732029,1.1164331524244,-0.0180780432634762
325,0.220980171605923,1.11639904252171,-0.0179614724676394
326,0.219054601746775,1.11635283827979,-0.0178468301279112
327,0.217109564812044,1.11630088149328,-0.0177437026955388
328,0.215173425263431,1.11623655633747,-0.0176430171361134
329,0.213217542036708,1.1161673387916,-0.01755348632696
330,0.211269573997797,1.11608551844824,-0.017466908499464
331,0.209301615798995,1.11599969193691,-0.0173910991284014
332,0.207340567050812,1.11590110245333,-0.0173187278110831
333,0.205359364154416,1.11579941328782,-0.0172567137317118
334,0.203371242627566,1.11569021025386,-0.0172015081203902
335,0.201388548338423,1.11556810480703,-0.0171504497881022
336,0.199385592340463,1.11544422561498,-0.0171091292410273
337,0.19738705284294,1.11530736233192,-0.0170724382644775
338,0.195368234819244,1.11516954800402,-0.0170450710511699
339,0.193352804962439,1.11501866442712,-0.0170228239646287
340,0.191317134249097,1.114867610957,-0.0170094921962647
341,0.189283804567066,1.1147034059905,-0.0170017722975505
342,0.187230317760211,1.11453980149627,-0.0170025228937801
343,0.185167736042931,1.11437031656283,-0.0170101789972695
344,0.183105943193489,1.11418770292918,-0.0170240724004702
345,0.181024242382509,1.11400687066403,-0.0170456983023254
346,0.178942280591576,1.11381294424559,-0.0170739716896323
347,0.176840616842533,1.11362152208947,-0.0171094875862211
348,0.174737605510285,1.11341702717104,-0.0171520556201203
349,0.172615122816294,1.11321570224483,-0.0172013762761523
350,0.170490194619639,1.11300133848633,-0.0172581443212298
351,0.16834609159012,1.11279081364251,-0.0173211687156964
352,0.166191086050037,1.11257604092935,-0.0173908915667918
353,0.164032045547176,1.11234841040214,-0.0174685873081818
354,0.161854401750928,1.11212566166551,-0.0175517042195853
355,0.159671662173171,1.11189024245372,-0.0176430618013638
356,0.157470729488535,1.11166036122506,-0.0177392515368399
357,0.155263597823996,1.1114179896825,-0.0178439332107855
358,0.15303868388617,1.11118175277146,-0.017952862483537
359,0.150806419512246,1.11093319942783,-0.0180705172216162
360,0.148556788616203,1.11069132760021,-0.0181918431233653
361,0.146298636108257,1.11043730907429,-0.0183221223423158
362,0.144023571805875,1.1101904661029,-0.0184555158140492
363,0.14173573522181,1.1099414019937,-0.0185947300424447
364,0.139437609874979,1.10968042785963,-0.0187432312688748
365,0.137123307438094,1.10942727833329,-0.0188940440782129
366,0.134797509163366,1.10916236464904,-0.019054358343147
367,0.132456065341385,1.10890565648895,-0.0192164638522237
368,0.130101922168547,1.10863732907818,-0.0193882858822282
369,0.127732711130834,1.10837754937697,-0.0195613997846473
370,0.125349596671316,1.10810628022878,-0.0197444460315584
371,0.122952037865188,1.10784386579158,-0.0199283031713811
372,0.120540343626666,1.10758032727717,-0.020117344790535
373,0.118112991738561,1.10730553942963,-0.0203166190399506
374,0.115672227539521,1.10704006837728,-0.0205159836020512
375,0.113214642121042,1.10676351991252,-0.0207257705071978
376,0.110744389161194,1.10649656977785,-0.0209351863544361
377,0.108256168714168,1.10621872670047,-0.0211552144472637
378,0.105756059503253,1.10595074330358,-0.0213744225036269
379,0.103236852282329,1.10567206129135,-0.0216044295922194
380,0.10070657843646,1.10540347967977,-0.0218331849106188
381,0.098161361325964,1.10513475389921,-0.0220665521268448
382,0.0955953837370337,1.10485562004666,-0.0223109885701098
383,0.0930196160727441,1.10458691421204,-0.0225535121885053
384,0.090422004819052,1.10430805083097,-0.0228072159502146
385,0.0878155197060494,1.10403985238305,-0.0230585403181086
386,0.0851861457142523,1.10376176623125,-0.0233211538137814
387,0.0825488461683666,1.10349455432216,-0.0235809439096783
388,0.0798876235163217,1.1032177147709,-0.0238521278689679
389,0.0772194475635049,1.10295192575825,-0.0241200624978196
390,0.0745360743118114,1.1026869967278,-0.0243918940629721
391,0.0718272665573612,1.10241285273843,-0.0246752751467118
392,0.0691129468482814,1.1021499981577,-0.0249548010987009
393,0.0663721400804976,1.10187821231625,-0.0252459626248291
394,0.063626782533759,1.10161786332469,-0.0255328506947798
395,0.0608539151472512,1.10134890735293,-0.0258314141499458
396,0.0580774849957556,1.10109152228755,-0.0261252802638165
397,0.0552725301130954,1.10082583752132,-0.0264308493561223
398,0.052465002979047,1.10057180616995,-0.026731311341767
399,0.0496279361769987,1.10030975647231,-0.0270434930827461
400,0.0467892920048446,1.10005939729929,-0.0273501722521555
401,0.0439353399039721,1.09981095368886,-0.0276597730651974
402,0.0410503638207242,1.09955489533974,-0.027981101762742
403,0.038165338212169,1.09931054670862,-0.0282963657269579
404,0.0352483262536962,1.09905886140536,-0.0286233393893415
405,0.0323323204817265,1.09881890011643,-0.0289438661261907
406,0.0293833990569706,1.09857190974048,-0.0292760525474826
407,0.0264365514019565,1.09833666453879,-0.0296014097182347
408,0.0234558665190743,1.09809471398005,-0.029938356820136
409,0.0204783308492571,1.09786450602277,-0.0302681136129003
410,0.0174857615406465,1.09763687843031,-0.0305998833661321
411,0.0144580082429647,1.09740300188861,-0.0309431290910148
412,0.0114349772992148,1.09718080198886,-0.0312786742135348
413,0.00837582769458989,1.09695264678075,-0.0316255931709404
414,0.00532244137261237,1.09673611293431,-0.0319644682432293
415,0.00223204035394431,1.09651394776651,-0.0323145798693096
416,-0.000851527109199224,1.09630334336435,-0.0326563138521522
417,-0.00397297573770183,1.0960874160668,-0.0330091405970461
418,-0.00708651249199252,1.09588295187413,-0.0333532789839854
419,-0.0102147206355512,1.09568156571988,-0.0336984336301523
420,-0.0133820885598516,1.09547526759313,-0.0340544422597752
421,-0.0165399429677553,1.09528022702349,-0.0344013265187614
422,-0.0197377752082595,1.0950805398677,-0.0347588932286989
423,-0.0229249978195131,1.09489195182711,-0.0351070680074065
424,-0.0261529798121272,1.09469898561106,-0.0354657319976134
425,-0.0293692257684988,1.09451698332809,-0.0358147352004088
426,-0.0326269597450453,1.09433089745626,-0.0361740095597729
427,-0.0358718074425181,1.09415566186209,-0.0365233404381127
428,-0.0391305425988061,1.09398387732527,-0.036872586602305
429,-0.0424317381760883,1.09380859485896,-0.0372315894348402
430,-0.045718274829749,1.0936440958773,-0.0375801132384993
431,-0.0490478633624242,1.09347650643564,-0.037937996905735
432,-0.0523616077978766,1.09331960909808,-0.0382850765218174
433,-0.0557189832516546,1.09316000443152,-0.0386410957111745
434,-0.0590593662869187,1.09301095870015,-0.0389860047943478
435,-0.0624439527633815,1.09285956082179,-0.039339407249254
436,-0.0658104168308391,1.09271854482536,-0.0396814183710869
437,-0.0692216347748378,1.09257550467397,-0.0400314537433905
438,-0.0726136075211757,1.09244265636349,-0.0403698309702012
439,-0.0760179146690002,1.09231388407156,-0.0407061401062349
440,-0.0794677351753871,1.09218359680183,-0.0410497051616001
441,-0.0828966494610625,1.09206319601002,-0.0413812513817366
442,-0.0863715422526548,1.09194159159335,-0.0417195183380312
443,-0.0898244187112747,1.09182962634922,-0.0420455663155437
444,-0.0933236953354812,1.09171674902793,-0.0423777841223141
445,-0.0967998455561082,1.09161325217425,-0.0426976123526535
446,-0.100322801133535,1.0915091286695,-0.043023037360522
447,-0.10382155948721,1.09141413359157,-0.0433359228445844
448,-0.107331183090676,1.09132334736869,-0.0436451279413164
449,-0.110888144585229,1.09123239152618,-0.0439590342573543
450,-0.114419299625596,1.09115018660019,-0.0442602303123797
451,-0.117998110248882,1.09106809076707,-0.0445655037749936
452,-0.121550079468508,1.09099445861653,-0.0448579795468047
453,-0.125150011344994,1.09092119625016,-0.0451538835842616
454,-0.128722075897617,1.09085609909732,-0.0454369315141935
455,-0.132342358264418,1.09079161580224,-0.0457227469420525
456,-0.135933736672864,1.09073499650968,-0.0459956783933188
457,-0.139534319656905,1.09068253094811,-0.0462633788990732
458,-0.143183436092005,1.09063105482646,-0.0465328206283585
459,-0.146802205479677,1.09058701092789,-0.046789373971346
460,-0.150469754598901,1.09054421979574,-0.0470469540633502
461,-0.154106033982859,1.09050858554848,-0.047291677200932
462,-0.157791281828441,1.09047447014679,-0.0475366991891818
463,-0.161444333314112,1.09044722110556,-0.0477689252876999
464,-0.16514649815015,1.09042172675173,-0.048000710410171
465,-0.168815536738193,1.090402790265,-0.0482197940492193
466,-0.17249213233169,1.09038791155631,-0.0484321824814805
467,-0.176217949518637,1.09037511103335,-0.048643012192534
468,-0.179909256213016,1.09036838370624,-0.048841339377053
469,-0.183649809090063,1.09036392039578,-0.0490373419410078
470,-0.187354964031331,1.09036518086968,-0.0492210006325568
471,-0.191109371733465,1.0903688562773,-0.0494015483293698
472,-0.194827517359923,1.09037788324917,-0.0495699349287719
473,-0.198594882226801,1.09038944027599,-0.0497344122384225
474,-0.202325133302821,1.09040595768004,-0.0498869390598624
475,-0.206104528023939,1.09042508552955,-0.0500347409654873
476,-0.209845971411521,1.09044879686235,-0.05017079735498
477,-0.213592587311254,1.09047596448875,-0.0502984996069726
478,-0.217388174412006,1.09050590822247,-0.050420154728381
479,-0.221144649352167,1.09053993005075,-0.0505303740018423
480,-0.224949975234016,1.09057683091914,-0.0506336357938968
481,-0.228715460018226,1.09061746888198,-0.0507257032668002
482,-0.23252965943168,1.09066105893269,-0.0508098818972359
483,-0.23630333033908,1.09070803169036,-0.0508831292722233
484,-0.240125542056987,1.09075800203521,-0.0509475446458813
485,-0.243906537273622,1.09081099530813,-0.0510013287480175
486,-0.247690824206945,1.09086682983167,-0.0510453042501326
487,-0.25152334284798,1.09092568538159,-0.0510790179270235
488,-0.255313705313416,1.09098701501813,-0.0511025899415786
489,-0.259152065994717,1.09105132936327,-0.0511149198450929
490,-0.262947664851202,1.09111772994618,-0.0511174678441399
491,-0.266790992495018,1.09118704566598,-0.0511077793930068
492,-0.270590976790962,1.09125805790373,-0.0510886918686634
493,-0.274438371456918,1.09133189996612,-0.0510563543973059
494,-0.278241826401741,1.0914070843179,-0.0510150192801557
495,-0.282046657932958,1.09148419298386,-0.0509625355574262
496,-0.285898445206222,1.09156418678104,-0.0508953999875768
497,-0.289705674695955,1.09164538376681,-0.0508201802121902
498,-0.293559659423291,1.09172977955243,-0.0507295546336984
499,-0.297368724673813,1.09181542449048,-0.0506315647172733
